Index,Entry-Date,ExitDate,Entry-Price,ExitPrice,Quantity,Instrument-Kind,StrikePrice,ExpiryDate,Position,P/L,P/L-Percentage,DTD,CIM,ITD
498,"Tuesday, 24 January 2023","Tuesday, 24 January 2023",73.2,93.2,6500,PE,42700,25/01/23,Sell,-130000,-27.32240437,338000,10389925,50389925
499,"Wednesday, 25 January 2023","Wednesday, 25 January 2023",67.8,0.2,6500,CE,42700,25/01/23,Sell,439400,99.70501475,,,50389925
500,"Wednesday, 25 January 2023","Wednesday, 25 January 2023",71.8,91.8,6500,PE,42500,25/01/23,Sell,-130000,-27.8551532,309400,10699325,50699325
501,"Friday, 27 January 2023","Friday, 27 January 2023",77,77,6500,CE,42900,02/02/23,Sell,0,0,,,50699325
502,"Friday, 27 January 2023","Friday, 27 January 2023",62.8,82.8,6500,PE,38500,02/02/23,Sell,-130000,-31.84713376,-130000,10569325,50569325
503,"Monday, 30 January 2023","Monday, 30 January 2023",72.7,92.7,6500,CE,42100,02/02/23,Sell,-130000,-27.51031637,,,50569325
504,"Monday, 30 January 2023","Monday, 30 January 2023",69.55,11.25,6500,PE,36500,02/02/23,Sell,378950,83.82458663,248950,10818275,50818275
505,"Tuesday, 31 January 2023","Tuesday, 31 January 2023",76.15,76.55,6500,CE,42300,02/02/23,Sell,-2600,-0.525279054,,,50818275
506,"Tuesday, 31 January 2023","Tuesday, 31 January 2023",80.1,29.9,6500,PE,38300,02/02/23,Sell,326300,62.67166042,323700,11141975,51141975
507,"Wednesday, 1 February 2023","Wednesday, 1 February 2023",69.85,89.85,6500,CE,42500,02/02/23,Sell,-130000,-28.63278454,,,51141975
508,"Wednesday, 1 February 2023","Wednesday, 1 February 2023",75.05,75.05,6500,PE,39500,02/02/23,Sell,0,0,-130000,11011975,51011975
509,"Thursday, 2 February 2023","Thursday, 2 February 2023",69.85,89.85,6500,CE,40500,02/02/23,Sell,-130000,-28.63278454,,,51011975
510,"Thursday, 2 February 2023","Thursday, 2 February 2023",76.05,79.4,6500,PE,39000,02/02/23,Sell,-21775,-4.404996713,-151775,10860200,50860200
511,"Friday, 3 February 2023","Friday, 3 February 2023",75,75,6500,CE,42400,09/02/23,Sell,0,0,,,50860200
512,"Friday, 3 February 2023","Friday, 3 February 2023",73.45,93.45,6500,PE,39100,09/02/23,Sell,-130000,-27.22940776,-130000,10730200,50730200
513,"Monday, 6 February 2023","Monday, 6 February 2023",71.15,71.15,6500,CE,42400,09/02/23,Sell,0,0,,,50730200
514,"Monday, 6 February 2023","Monday, 6 February 2023",74.6,94.6,6500,PE,40100,09/02/23,Sell,-130000,-26.80965147,-130000,10600200,50600200
515,"Tuesday, 7 February 2023","Tuesday, 7 February 2023",80.2,56.25,6500,CE,42200,09/02/23,Sell,155675,29.86284289,,,50600200
516,"Tuesday, 7 February 2023","Tuesday, 7 February 2023",77.05,97.05,6500,PE,40600,09/02/23,Sell,-130000,-25.95717067,25675,10625875,50625875
517,"Wednesday, 8 February 2023","Wednesday, 8 February 2023",71.75,91.75,6500,CE,42100,09/02/23,Sell,-130000,-27.87456446,,,50625875
518,"Wednesday, 8 February 2023","Wednesday, 8 February 2023",72.3,72.3,6500,PE,41000,09/02/23,Sell,0,0,-130000,10495875,50495875
519,"Thursday, 9 February 2023","Thursday, 9 February 2023",73.4,0.2,6500,CE,41700,09/02/23,Sell,475800,99.72752044,,,50495875
520,"Thursday, 9 February 2023","Thursday, 9 February 2023",67.8,87.8,6500,PE,41300,09/02/23,Sell,-130000,-29.49852507,345800,10841675,50841675
521,"Friday, 10 February 2023","Friday, 10 February 2023",68.2,88.2,6500,CE,42300,16/02/23,Sell,-130000,-29.3255132,,,50841675
522,"Friday, 10 February 2023","Friday, 10 February 2023",75,51.05,6500,PE,40600,16/02/23,Sell,155675,31.93333333,25675,10867350,50867350
523,"Monday, 13 February 2023","Monday, 13 February 2023",73.45,33.2,6500,CE,42200,16/02/23,Sell,261625,54.79918312,,,50867350
524,"Monday, 13 February 2023","Monday, 13 February 2023",79.25,99.25,6500,PE,41000,16/02/23,Sell,-130000,-25.23659306,131625,10998975,50998975
525,"Tuesday, 14 February 2023","Tuesday, 14 February 2023",69.1,69.1,6500,CE,41900,16/02/23,Sell,0,0,,,50998975
526,"Tuesday, 14 February 2023","Tuesday, 14 February 2023",68.6,88.6,6500,PE,40800,16/02/23,Sell,-130000,-29.15451895,-130000,10868975,50868975
527,"Wednesday, 15 February 2023","Wednesday, 15 February 2023",73.6,73.6,6500,CE,41900,16/02/23,Sell,0,0,,,50868975
528,"Wednesday, 15 February 2023","Wednesday, 15 February 2023",64.65,84.65,6500,PE,41200,16/02/23,Sell,-130000,-30.9358082,-130000,10738975,50738975
529,"Thursday, 16 February 2023","Thursday, 16 February 2023",60.65,61.6,6500,CE,42000,16/02/23,Sell,-6175,-1.566364386,,,50738975
530,"Thursday, 16 February 2023","Thursday, 16 February 2023",69.8,89.8,6500,PE,41800,16/02/23,Sell,-130000,-28.65329513,-136175,10602800,50602800
531,"Friday, 17 February 2023","Friday, 17 February 2023",69.15,47.2,6500,CE,42200,23/02/23,Sell,142675,31.74258858,,,50602800
532,"Friday, 17 February 2023","Friday, 17 February 2023",81,101,6500,PE,40700,23/02/23,Sell,-130000,-24.69135802,12675,10615475,50615475
533,"Monday, 20 February 2023","Monday, 20 February 2023",71.75,71.75,6500,CE,41900,23/02/23,Sell,0,0,,,50615475
534,"Monday, 20 February 2023","Monday, 20 February 2023",78.25,98.25,6500,PE,40600,23/02/23,Sell,-130000,-25.55910543,-130000,10485475,50485475
535,"Tuesday, 21 February 2023","Tuesday, 21 February 2023",80.15,80.15,6500,CE,41200,23/02/23,Sell,0,0,,,50485475
536,"Tuesday, 21 February 2023","Tuesday, 21 February 2023",78.95,98.95,6500,PE,40100,23/02/23,Sell,-130000,-25.33248892,-130000,10355475,50355475
537,"Wednesday, 22 February 2023","Wednesday, 22 February 2023",84.15,14.25,6500,CE,40800,23/02/23,Sell,454350,83.06595365,,,50355475
538,"Wednesday, 22 February 2023","Wednesday, 22 February 2023",69.2,89.2,6500,PE,40100,23/02/23,Sell,-130000,-28.9017341,324350,10679825,50679825
539,"Thursday, 23 February 2023","Thursday, 23 February 2023",68.45,68.45,6500,CE,40200,23/02/23,Sell,0,0,,,50679825
540,"Thursday, 23 February 2023","Thursday, 23 February 2023",64.7,84.7,6500,PE,39700,23/02/23,Sell,-130000,-30.91190108,-130000,10549825,50549825
541,"Friday, 24 February 2023","Friday, 24 February 2023",80.75,100.75,6500,CE,41000,02/03/23,Sell,-130000,-24.76780186,,,50549825
542,"Friday, 24 February 2023","Friday, 24 February 2023",76.25,76.25,6500,PE,39400,02/03/23,Sell,0,0,-130000,10419825,50419825
543,"Monday, 27 February 2023","Monday, 27 February 2023",68.1,88.1,6500,CE,40500,02/03/23,Sell,-130000,-29.36857562,,,50419825
544,"Monday, 27 February 2023","Monday, 27 February 2023",70.3,19.55,6500,PE,39000,02/03/23,Sell,329875,72.19061166,199875,10619700,50619700
545,"Tuesday, 28 February 2023","Tuesday, 28 February 2023",69.55,69.55,6500,CE,40900,02/03/23,Sell,0,0,,,50619700
546,"Tuesday, 28 February 2023","Tuesday, 28 February 2023",78.85,98.85,6500,PE,39800,02/03/23,Sell,-130000,-25.36461636,-130000,10489700,50489700
547,"Wednesday, 1 March 2023","Wednesday, 1 March 2023",77.4,97.4,6500,CE,40700,02/03/23,Sell,-130000,-25.83979328,,,50489700
548,"Wednesday, 1 March 2023","Wednesday, 1 March 2023",75,75,6500,PE,40100,02/03/23,Sell,0,0,-130000,10359700,50359700
549,"Thursday, 2 March 2023","Thursday, 2 March 2023",93.4,0.15,6500,CE,40800,02/03/23,Sell,606125,99.83940043,,,50359700
550,"Thursday, 2 March 2023","Thursday, 2 March 2023",63.35,83.35,6500,PE,40600,02/03/23,Sell,-130000,-31.57063931,476125,10835825,50835825
551,"Friday, 3 March 2023","Friday, 3 March 2023",78.95,98.95,6500,CE,41200,09/03/23,Sell,-130000,-25.33248892,,,50835825
552,"Friday, 3 March 2023","Friday, 3 March 2023",70,33.2,6500,PE,40100,09/03/23,Sell,239200,52.57142857,109200,10945025,50945025
553,"Monday, 6 March 2023","Monday, 6 March 2023",65.4,85.4,6500,CE,42000,09/03/23,Sell,-130000,-30.58103976,,,50945025
554,"Monday, 6 March 2023","Monday, 6 March 2023",66.8,66.8,6500,PE,41000,09/03/23,Sell,0,0,-130000,10815025,50815025
555,"Wednesday, 8 March 2023","Wednesday, 8 March 2023",87.1,107.1,6500,CE,41400,09/03/23,Sell,-130000,-22.96211251,,,50815025
556,"Wednesday, 8 March 2023","Wednesday, 8 March 2023",82.45,13.95,6500,PE,40800,09/03/23,Sell,445250,83.08065494,315250,11130275,51130275
557,"Thursday, 9 March 2023","Thursday, 9 March 2023",70.35,0.15,6500,CE,41700,09/03/23,Sell,456300,99.78678038,,,51130275
558,"Thursday, 9 March 2023","Thursday, 9 March 2023",67,87,6500,PE,41500,09/03/23,Sell,-130000,-29.85074627,326300,11456575,51456575
559,"Friday, 10 March 2023","Friday, 10 March 2023",67.35,38.8,6500,CE,41500,16/03/23,Sell,185575,42.3904974,,,51456575
560,"Friday, 10 March 2023","Friday, 10 March 2023",72.85,92.85,6500,PE,39600,16/03/23,Sell,-130000,-27.45367193,55575,11512150,51512150
561,"Monday, 13 March 2023","Monday, 13 March 2023",79.05,23.6,6500,CE,41200,16/03/23,Sell,360425,70.14547755,,,51512150
562,"Monday, 13 March 2023","Monday, 13 March 2023",77,97,6500,PE,39900,16/03/23,Sell,-130000,-25.97402597,230425,11742575,51742575
563,"Tuesday, 14 March 2023","Tuesday, 14 March 2023",73.95,73.95,6500,CE,40300,16/03/23,Sell,0,0,,,51742575
564,"Tuesday, 14 March 2023","Tuesday, 14 March 2023",79.3,99.3,6500,PE,38700,16/03/23,Sell,-130000,-25.22068096,-130000,11612575,51612575
565,"Wednesday, 15 March 2023","Wednesday, 15 March 2023",65.95,8.65,6500,CE,40400,16/03/23,Sell,372450,86.88400303,,,51612575
566,"Wednesday, 15 March 2023","Wednesday, 15 March 2023",72.7,92.7,6500,PE,39400,16/03/23,Sell,-130000,-27.51031637,242450,11855025,51855025
567,"Thursday, 16 March 2023","Thursday, 16 March 2023",82.3,102.3,6500,CE,39200,16/03/23,Sell,-130000,-24.30133657,,,51855025
568,"Thursday, 16 March 2023","Thursday, 16 March 2023",67.3,67.3,6500,PE,38600,16/03/23,Sell,0,0,-130000,11725025,51725025
